source,target,weight
add glue,paint pumpkin,3
paint pumpkin,use paint,3
paint pumpkin,work in section,2
add glitter,remove liner,2
add glitter,work for while,3
wear jean,wear top,2
cover redness,use sponge,2
use cosmetic,use sponge,2
add bit,cover redness,2
add bit,use cosmetic,2
add bit,use hello highlight under eye,2
add bit,use concealer,2
put on eye,use hello highlight under eye,2
put on eye,use sponge,2
put on eye,use method,2
put on eye,use antioxidant serum in daytime,2
dust fixture,put on brow bone,2
blend shadow,put on brow bone,2
put on brow bone,use benefit,2
brush brow,put on brow bone,2
brush brow,use benefit,2
brush brow,draw card,2
brush brow,wear lash,2
use benefit,use mascara,2
use benefit,wear lash,3
use eyeliner,wear lash,3
use bronzer,wear lash,2
use for lip,use stealer liquid lipstick,2
use on face,wash hair,2
shave leg,use on face,2
put on skin,wash face,3
use on face,wash face,2
put on skin,use on face,2
clean toothbrush,put on skin,2
clean toothbrush,use on face,4
use glass jar for makeup brush storage,use paint,3
roll diy decoration for snow cover candle,use paint,2
use paint,wrap goodness around paper clip,2
roll diy decoration for snow cover candle,wrap goodness around paper clip,2
roll diy decoration for snow cover candle,use glass container,2
cover jar with lid,use tape,2
attach zipper,cut into square,3
attach zipper,put on side,3
cut into square,put on side,2
cut into square,put cushion,2
put cushion,use iron,2
wear jean,wear sneaker,2
squeeze butt,wear clothe,2
wear clothe,wear top,2
fold jean,wear clothe,2
dye hair,wear makeup,2
add rest of orange juice,drink alcohol,2
use for year,use platform,2
add tablespoon of balsamic vinegar,add tomato,2
add spice,use chickpea,3
put rice milk,use spoon,2
pour water,put rice milk,2
mix with hand,put rice milk,2
put in microwave,put rice milk,2
put rice milk,put sugar,2
put lid,rinse with water,2
rinse with water,use syringe,2
rinse with water,wash hair,6
use shampoo,wear hair,5
put in root,wash hair,2
rinse hair,wash hair,2
use enzyme cleaner,wash hair,2
use amount,wash face,2
use foundation,use palette,3
put lipstick,wear lash,2
put nut,use cup of cherry tomato,2
catch seed between finger,use cup of cherry tomato,2
add salt,use cup of cherry tomato,3
add vegetable,put nut,2
hold clip,set camera,2
cut in half,cut ingredient,3
cut in half,use cup of cherry tomato,2
use color,use point,2
use color,use finger,2
wear hat,write on board,2
fold for boy,wear hat,2
use cream cheese,use cup of cherry tomato,2
boil pasta,roast asparagus,4
boil pasta,squeeze lemon juice,2
rinse back of tooth,wear makeup,2
use banana,use wheat flour,2
pour milk,use vanilla extract,3
brush hair,write list,2
use color,use palette,5
eat salad,use cream cheese,2
chop apple,use cream cheese,2
add cup of blueberry,use cream cheese,2
put stuff,wash dish,2
eat food,put stuff,3
put stuff,wash clothe,2
use coat,wash clothe,2
use paint,use paper,2
put dish,use paper,2
use hairdryer,use pencil,2
put cookie onto sheet,use hairdryer,2
put cookie onto sheet,use pencil,2
put cookie onto sheet,use paint,2
use eraser sponge,use washi tape,4
use eraser sponge,use glue,2
put in refrigerator,use for rest,2
put energy,write check,2
add layer,write check,2
lay on side,put clothe,2
brush tooth,use brush,4
use brush,use stealer liquid lipstick,2
put clothe,use in way,2
use for month,use mascara,2
put in ziploc bag,use bag,2
put stuff,wear handbag,2
hold to arm,wear handbag,2
use around house,wear on way,3
use in life,use sticker,2
add pop of color,use color,2
cover logo,cut flag,3
cut flag,put grocery,3
cover logo,put grocery,2
put at bottom,put on top,2
eat fruit,put in smoothie,2
mix in container,put in refrigerator,2
add vegetable,throw hundred of residue,2
eat vegetable,throw hundred of residue,3
add onion,cut part,2
add onion,use for cooking,2
add onion,toast slice,2
add onion,use ii cloth,2
use bread,use half of avocado,2
use bread,use hand juicer,2
add juice,add tomato,3
add juice,eat fruit,2
add juice,use hand juicer,2
add juice,use end s lemon spray,2
add rosemary,put in oven,3
put in bathroom,throw stuff,2
add ingredient,add peanut butter,2
cook pasta,use mushroom,2
add peanut butter,use mushroom,2
cover jar with lid,use cookie sheet as magnet board medicine cup tea light,2
cut excess,cut piece of cardboard,2
cut piece of cardboard,cut side,2
use label maker,use sharpie,2
mix in container,use almond milk,2
mix in container,put lid,2
put lid,use almond milk,2
cut along line,fold jean,2
cut along line,use pencil,2
cut along line,draw card,2
cut fabric,pull thread,6
cut into square,use washi tape,2
use packing tape,use washi tape,2
use packing tape,wrap edge,2
add cheese,put on top,4
add potato,stuff in eggplant,2
add blue,use color,3
use color,write in diary,2
add coloring,use color,2
use color,use pencil,2
put pressure,wear legging,2
wear legging,wear of step tracker workout,2
use marker,wear on way,2
use marker,write schedule,2
open window,put piece,2
open window,use as template,4
cut of circle,open window,2
use as template,work way,2
hold for second,open window,2
chop onion,throw stuff,2
chop onion,cut into quarter,2
chop onion,use hand,2
add garlic,throw ingredient,2
add garlic,cut into strip,4
cut in half,cut into strip,2
cut into strip,rinse bean,4
cut into strip,use soy sauce,2
add carrot,add garlic,2
add garlic,use spoon,3
add garlic,use water,2
add carrot,use spoon,3
stack pan,use spoon,2
use soy sauce,use spoon,2
use spoon,use water,2
rinse bowl,use spoon,2
mix shallot,use spoon,2
add to bowl,use water,2
brush hair,use hairdryer,2
brush hair,use spray,3
put hair,use heat,2
stick process to piece,work on side,2
stick process to piece,tease end of hair,2
work in section,work on side,2
tease end of hair,work on side,2
put hair,twist of section,2
twist of section,use tangle brush,2
add plum,use color,3
add plum,blend into crease,2
blend into crease,wear lash,2
blend into crease,use stealer liquid lipstick,2
use brush,use eyeliner,4
use color,use eyeliner,2
use as highlighter,use color,3
use color,use lip liner,2
use for lip,use lip liner,3
pull thread,use scissor,2
cut denim,pull thread,2
pull thread,use cookie sheet as magnet board medicine cup tea light,4
cut slit,pull thread,4
add length,pull thread,3
pull thread,use tweezer,3
pull thread,use technique,2
draw line,pull thread,2
use cloth,use water,24
add decor piece,add touch,3
add decor piece,build furniture,2
add decor piece,use solution,2
bore guy,break bank,2
bore guy,vacuum floor,2
bore guy,use vacuum,2
use mop,vacuum floor,3
clean house,vacuum area,2
clean house,use mop,2
clean floor,put cushion,9
add of interest,add texture,3
add cube,put clothe,2
put in room,use space,2
build nightstand,put in bedroom,2
add inside duvet cover,wash sheet,2
add inside duvet cover,fold quilt,2
fold comforter,wash sheet,2
fold comforter,fold quilt,2
stick onto wall,use coat,2
use coat,use towel,2
add inch piece of pipe,rub stain,2
install shelving,roll diy decoration for snow cover candle,2
install shelving,put stud,2
paint barstool,put stud,2
put at bottom,put boy in bedroom,2
fold comforter,put sheet,2
put at bottom,put sheet,2
fold comforter,put at bottom,2
put at bottom,use blanket,2
build barn door,use cookie sheet as magnet board medicine cup tea light,2
attach to side,use dowel,2
clean desk,pull fall decor,2
add decor piece,use season,2
add decor piece,drain from liquid,2
drain from liquid,use season,2
add decor piece,remove of air,2
add drop of oil,use for year,2
add drop of oil,break bank,3
add drop of oil,clean kitchen,2
add drop of oil,use cloth,3
break bank,use for year,2
clean kitchen,use for year,4
use cloth,use for year,5
break bank,clean kitchen,2
break bank,use cloth,2
break bank,clean steel appliance,2
clean kitchen,use cloth,10
clean kitchen,clean steel appliance,6
clean kitchen,use eat cloth,2
clean steel appliance,use cloth,21
use cloth,use eat cloth,11
clean steel appliance,use eat cloth,7
use in life,use shark vacuum,2
cut to size,put piece,2
put list,put piece,2
add decor piece,put piece,4
cut to size,put list,2
add decor piece,cut to size,2
add decor piece,put list,2
fill area,light candle,2
add scent into room,fill area,2
fill area,remove of water,2
add scent into room,light candle,3
light candle,remove of water,2
add scent into room,remove of water,2
use magazine rack under bathroom sink,use pillow,2
add decor piece,put sign,2
paint pumpkin,use pumpkin seed,4
paint pumpkin,put on wall,2
add velcro,put on wall,7
chop onion,chop potato,2
add ingredient,boil for minute,2
combine cup water cornstarch in bowl,put cream on top,2
add to pot,stir for minute,3
add tablespoon of jerk seasoning,add to pot,2
add to pot,use bacon,2
add tablespoon of jerk seasoning,stir for minute,2
stir for minute,use bacon,2
add tablespoon of jerk seasoning,use bacon,2
clear dresser,put show,2
put show,wash bedding,2
clear dresser,wash bedding,2
put on bed,wash bedding,3
clear dresser,put dressing on bottom,6
clear dresser,dust surface,2
put sheet,use in fall,2
clean area,work on side,2
fill pot with water,load dishwasher,8
cook for minute,use e cloth glass,2
cook for minute,use in kitchen,3
cook in pot,use recipe,2
chop potato,chop rotisserie chicken,2
chop rotisserie chicken,cook onion,3
chop rotisserie chicken,use bacon,4
add oil,chop rotisserie chicken,2
add onion,chop rotisserie chicken,2
chop rotisserie chicken,cook for minute,2
add water,chop rotisserie chicken,2
chop rotisserie chicken,cook with steel,2
cook onion,use bacon,4
add oil,cook onion,3
cook for minute,cook onion,3
cook onion,cook with steel,2
add chicken,cook onion,4
add onion,use bacon,8
cook for minute,use bacon,4
add water,use bacon,4
cook with steel,use bacon,4
add chicken,use bacon,12
add to pan,use bacon,4
add oil,cook for minute,4
add oil,cook with steel,2
add chicken,add oil,7
add oil,add to pan,2
add onion,cook for minute,6
add onion,cook with steel,4
add chicken,add onion,14
add water,cook for minute,2
cook for minute,cook with steel,2
add water,cook with steel,2
add chicken,cook with steel,6
add to pan,cook with steel,2
add chicken,add cinnamon,4
add chicken,add half of cup,4
add potato,add to pan,2
add cinnamon,add to pan,2
add half of cup,add to pan,2
add cinnamon,add onion,2
add half of cup,add onion,2
add cinnamon,add potato,2
add half of cup,add potato,2
add apple,add half of cup,2
add half of cup,cook for minute,3
add apple,cook for minute,5
add brussel sprout to frying pan,add potato,2
add brussel sprout to frying pan,add ingredient,2
add brussel sprout to frying pan,add chicken,2
add chicken,add ingredient,3
add beef,add fat,2
add beef,add can of enchilada sauce,2
add beef,use tortilla,2
add beef,cut into strip,2
add beef,add cheese,3
add fat,rinse bean,2
add can of enchilada sauce,add fat,2
add fat,use tortilla,2
add fat,cut into strip,2
add cheese,add fat,2
add can of enchilada sauce,rinse bean,2
rinse bean,use tortilla,3
add cheese,rinse bean,2
add can of enchilada sauce,use tortilla,2
add can of enchilada sauce,cut into strip,2
add can of enchilada sauce,add cheese,3
cut into strip,use tortilla,2
add cheese,use tortilla,4
add cheese,cut into strip,2
cook with steel,stack pan,2
add water,stack pan,2
use recipe,use tortilla,4
eat meat,use tortilla,4
put in crock pot,use tortilla,4
eat meat,use recipe,2
put in crock pot,use recipe,2
eat meat,put in crock pot,2
add cilantro,add topping,3
add can of enchilada sauce,add topping,2
add cilantro,add onion,3
add can of enchilada sauce,add onion,2
add can of enchilada sauce,add cilantro,2
add can of enchilada sauce,use avocado,2
add teaspoon of maple syrup,use for pizza,2
add teaspoon of maple syrup,use pumpkin seed,2
use for pizza,use walnut,2
use pumpkin seed,use walnut,4
use for pizza,use pumpkin seed,2
use coconut oil,use walnut,2
add bit,use coconut oil,2
use coconut oil,use pumpkin seed,2
add bit,add cup of oats,2
add cup of oats,use pumpkin seed,2
add bit,use walnut,2
add bit,use pumpkin seed,2
add ingredient,add seasoning,2
add cinnamon,add seasoning,2
add onto baking dish,add seasoning,2
add cinnamon,add onto baking dish,2
add oil,add onto baking dish,3
add onto baking dish,put granola,2
add oil,put granola,3
add oil,set timer for minute,3
put granola,set timer for minute,3
add apple,set timer for minute,2
mix in container,set timer for minute,2
pack snack,set timer for minute,2
add apple,mix in container,3
add apple,pack snack,2
mix in container,pack snack,2
add cup of oats,add packet,2
add cup of oats,use dish brush,2
add apple,add packet,2
add apple,add cup of water,2
add apple,use dish brush,2
add cup of water,add packet,2
add packet,put lid,2
add packet,cook for minute,2
add packet,use dish brush,2
add cup of water,put lid,4
add cup of water,use dish brush,2
cook for minute,put lid,10
put lid,use dish brush,2
cook for minute,use dish brush,2
clean kitchen,wash dish,2
clean steel appliance,wash dish,4
use bon ami,wash dish,4
use for time,wash dish,4
sprinkle bit into pot,wash dish,4
use dish soap,wash dish,7
clean steel appliance,use bon ami,2
clean steel appliance,use for time,2
clean steel appliance,sprinkle bit into pot,2
clean steel appliance,use dish soap,2
use bon ami,use for time,2
sprinkle bit into pot,use bon ami,2
use bon ami,use dish soap,2
sprinkle bit into pot,use for time,2
use dish soap,use for time,2
sprinkle bit into pot,use dish soap,2
clean countertop,use cloth,6
open door,put sign,2
use season,use space,2
paint pumpkin,put orange peel,2
eat fruit,put orange peel,2
eat fruit,paint pumpkin,2
eat fruit,use pillow,2
put in oven,use ingredient,4
add hug,use of candy,4
add into trail mix type,use of candy,4
add hug,add into trail mix type,2
add into trail mix type,add pretzel,2
add pretzel,use of candy,3
use chocolate,use of candy,2
hold ball,use of candy,2
hold ball,use chocolate,2
hold ball,put in refrigerator,2
put recipe in description box,use chicken broth,2
chop bell pepper,put recipe in description box,2
chop bell pepper,use chicken broth,2
add cup of rice,put rice,4
cook on stove,cook rice,6
cook rice,use ingredient,6
add stock,cook rice,7
cook in pot,cook rice,6
cook rice,put lid,11
cook for minute,cook rice,7
add pepper,cook rice,6
cook on stove,use ingredient,2
add stock,cook on stove,4
cook in pot,cook on stove,2
add stock,use ingredient,2
cook in pot,use ingredient,2
put lid,use ingredient,2
